ROW,C1,C2,C3
0,"tab:grouptasks2",,
1,"Group theoretic activities (Part 2)",,
1,"\verb'-find_singer_cycle' ","  ","Finds all Singer cycles whose matrix is a companion matrix. "
1,"\verb'-classes_based_on_normal_form' "," "," Lists all possible rational normal forms of a general linear group. "
1,"\verb'-conjugacy_class_of' "," label $g$ "," Computes the conjugacy class of $g$. "
1,"\verb'-isomorphism_Klein_quadric' "," fname "," "
1,"\verb'-print_elements' "," ","Produces a printout of all group elements. "
1,"\verb'-print_elements_tex' "," ","Produces a latex report of all group elements. "
1,"\verb'-make_element_tree' "," ","Produces the tree of all group elements. "
1,"\verb'-vector_ge_print_elements_tex' "," vector ","Produces a latex report of all group elements in the vector object. "
1,"\verb'-save_elements_csv' "," fname ","Writes the elements of the group to the given csv file."
1,"\verb'-export_inversion_graphs' "," fname ","Exports the inversion graphs associated to the group elements to the given file."
1,"\verb'-evaluate_word' "," word gens ","Expresses a word in terms of the given set of generators. "
1,"\verb'-multiply_all_elements_in_lex_order' ","  ","Multiplies all group elements together. The output depends on the chosen stabilizer chain."
1,"\verb'-stats' "," prefix "," Report statistics on group operations. "
1,"\verb'-move_a_b' "," a b ","Determine a group element mapping a to b. Computes the stabilizer of b in the given group $G$ (the group for which the activity is applied). "
1,"\verb'-rational_normal_form' "," element ","Computes the rational normal form of the given group element (must be a matrix group). "
END
